Name,PriceInText,Price,City,Year,Distance,Fuel,HorsePower,Transmission,Certified,ManagedBy,Distance2
Suzuki Every 11th Generation (JDM) 2014 PC,PKR 21 lacs,2100000,Multan,2014,"180,000km",Petrol,660cc,Automatic,Not Certified,Customer,180000
KIA Pride  1996 1.1,PKR 2.8 lacs,280000,Karachi,1996,"255,000km",Petrol,1100cc,Manual,Not Certified,Customer,255000
Toyota Aqua  2017 GS,PKR 41.9 lacs,4190000,Gujrat,2017,"139,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,139000
Toyota C-HR  2018 G-LED,PKR 89 lacs,8900000,Karachi,2018,"59,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,59000
Suzuki Mehran  2014 VXR Euro II,PKR 12 lacs,1200000,Peshawar,2014,"55,000km",Petrol,796cc,Manual,Not Certified,Customer,55000
Suzuki Mehran  2007 VX,PKR 5.57 lacs,557000,Karachi,2007,"113,000km",Petrol,800cc,Manual,Not Certified,Customer,113000
Nissan Roox  2014 ,PKR 20.5 lacs,2050000,Lahore,2014,"132,000km",Petrol,660cc,Automatic,Not Certified,Customer,132000
Suzuki Mehran  2008 VXR (CNG),PKR 4.6 lacs,459999,Karachi,2008,"21,000km",LPG,800cc,Manual,Not Certified,Customer,21000
Toyota Corolla  1998 GLi 1.6,PKR 15 lacs,1500000,Islamabad,1998,"155,000km",Petrol,1600cc,Manual,Not Certified,Customer,155000
Suzuki Alto  2005 VXR,PKR 7 lacs,700000,Karachi,2005,"25,000km",Petrol,1000cc,Manual,Not Certified,Customer,25000
Toyota Aqua  2016 ,PKR 35 lacs,3500000,Faisalabad,2016,"98,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,98000
Mercedes Benz C Class  2006 C180,PKR 29 lacs,2900000,Islamabad,2006,"142,000km",Petrol,2000cc,Automatic,Not Certified,Customer,142000
Honda Civic  2017 Oriel 1.8 i-VTEC CVT,PKR 48.5 lacs,4850000,Lahore,2017,"98,000km",Petrol,1800cc,Automatic,Not Certified,Customer,98000
Toyota Corolla  2009 XLi VVTi,PKR 25 lacs,2500000,Islamabad,2009,"12,345km",Petrol,1300cc,Manual,Not Certified,Customer,12345
Honda City  2014 ,PKR 24.5 lacs,2450000,Islamabad,2014,"460,000km",Petrol,1300cc,Manual,Not Certified,Customer,460000
Suzuki Alto  2024 VXL AGS,PKR 30.2 lacs,3020000,Bahawalpur,2024,"17,000km",Petrol,660cc,Automatic,Not Certified,Customer,17000
Proton Saga  2022 1.3L Standard M/T,PKR 26 lacs,2600000,Karachi,2022,"36,000km",Petrol,1299cc,Manual,Not Certified,Customer,36000
Mitsubishi Ek Wagon  2013 ,PKR 20 lacs,2000000,Lahore,2013,"143,000km",Petrol,660cc,Automatic,Not Certified,Customer,143000
Toyota Fortuner  2015 2.7 VVTi,PKR 82 lacs,8200000,Karachi,2015,"59,000km",Petrol,2700cc,Automatic,Not Certified,Customer,59000
Suzuki Every Wagon  2021 ,PKR 32 lacs,3200000,Sialkot,2021,"108,000km",Petrol,660cc,Automatic,Not Certified,Customer,108000
KIA Classic  2002 ,PKR 4.7 lacs,470000,Islamabad,2002,18km,Petrol,1300cc,Manual,Not Certified,Customer,18
Daihatsu Mira  2023 X SA lll,PKR 39.25 lacs,3925000,Karachi,2023,360km,Petrol,660cc,Automatic,Not Certified,Customer,360
Toyota Prius  2014 S Touring Selection My Coorde 1.8,PKR 52.55 lacs,5255000,Rawalpindi,2014,"137,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,137000
Toyota Corolla Axio  2007 ,PKR 29.5 lacs,2950000,Rawalpindi,2007,"195,000km",Petrol,1500cc,Manual,Not Certified,Customer,195000
Toyota Corolla  2018 GLi 1.3 VVTi,PKR 43.5 lacs,4350000,Islamabad,2018,"103,000km",Petrol,1300cc,Manual,Not Certified,Customer,103000
Suzuki Mehran  2011 VX,PKR 9 lacs,900000,Rawalpindi,2011,"55,000km",Petrol,800cc,Manual,Not Certified,Customer,55000
Toyota Crown  2018 ,PKR 2.3 crore,23000000,Karachi,2018,"45,000km",Petrol,2500cc,Automatic,Not Certified,Customer,45000
Toyota Land Cruiser  2013 AX G Selection,PKR 2.4 crore,24000000,Karachi,2013,"75,000km",Petrol,4600cc,Automatic,Not Certified,Customer,75000
Suzuki Mehran  2013 VX Euro II Limited Edition,PKR 10.5 lacs,1050000,Islamabad,2013,"84,000km",Petrol,796cc,Manual,Not Certified,Customer,84000
Daihatsu Mira  2023 X SA lll,PKR 37 lacs,3700000,Karachi,2023,"5,410km",Petrol,660cc,Automatic,Not Certified,PakWheels,5410
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 27.75 lacs,2775000,Gujranwala,2007,"121,000km",Petrol,1800cc,Automatic,Not Certified,Customer,121000
United Alpha  2021 1.0 Manual,PKR 15 lacs,1500000,Sheikhupura,2021,"52,000km",Petrol,993cc,Manual,Not Certified,Customer,52000
Toyota Corolla  2021 Hybrid WxB,PKR 85 lacs,8500000,Karachi,2021,"5,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,5000
Suzuki Cultus  2021 VXL,PKR 31.75 lacs,3175000,Larkana,2021,"50,000km",Petrol,1000cc,Manual,Not Certified,Customer,50000
Toyota Vitz  2007 RS 1.5,PKR 31 lacs,3100000,Karachi,2007,"84,500km",Petrol,1500cc,Manual,Not Certified,Customer,84500
Honda Civic  2020 Oriel 1.8 i-VTEC CVT,PKR 62.5 lacs,6250000,Islamabad,2020,"60,000km",Petrol,1800cc,Automatic,Not Certified,Customer,60000
Suzuki Hustler  2016 X Turbo,PKR 25.5 lacs,2550000,Islamabad,2016,"130,000km",Petrol,660cc,Automatic,Not Certified,Customer,130000
Suzuki Cultus  2018 Auto Gear Shift,PKR 28 lacs,2800000,Jhang,2018,"82,000km",Petrol,1000cc,Automatic,Not Certified,Customer,82000
Toyota Crown  2004 Royal Saloon G,PKR 73 lacs,7300000,Islamabad,2004,"100,000km",Petrol,3000cc,Automatic,Not Certified,Customer,100000
Suzuki Alto  2010 VXR,PKR 10.4 lacs,1040000,Faisalabad,2010,"225,000km",Petrol,1000cc,Manual,Not Certified,Customer,225000
Toyota Corolla  2014 XLi VVTi Limited Edition,PKR 30 lacs,3000000,Mansehra,2014,"140,000km",Petrol,1300cc,Manual,Not Certified,Customer,140000
Suzuki Khyber  1991 GA,PKR 2.3 lacs,229999,Sheikhupura,1991,"100,000km",Petrol,1000cc,Manual,Not Certified,Customer,100000
Prince Pearl  2021 MT,PKR 10 lacs,1000000,Sukkur,2021,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Toyota Corolla  1994 SE Limited,PKR 19.5 lacs,1950000,Mardan,1994,1km,Petrol,1500cc,Automatic,Not Certified,Customer,1
MG ZS EV  2024 MCE Essence,PKR 1.31 crore,13100000,Lahore,2024,265km,Electric,51.0kWh,Automatic,Not Certified,Customer,265
Toyota Fortuner  2015 TRD Sportivo,PKR 79.5 lacs,7950000,Lahore,2015,"73,000km",Petrol,2700cc,Automatic,Not Certified,Customer,73000
Honda City  2006 i-DSI,PKR 16.2 lacs,1620000,Lahore,2006,"215,000km",Petrol,1300cc,Manual,Not Certified,Customer,215000
Suzuki Mehran  2014 VX Euro II,PKR 9.95 lacs,994999,Faisalabad,2014,"60,000km",Petrol,800cc,Manual,Not Certified,Customer,60000
Toyota Corolla  2007 XLi,PKR 20 lacs,2000000,Hyderabad,2007,"1,100km",Petrol,1300cc,Manual,Not Certified,Customer,1100
Toyota Prius  2010 ,PKR 31.6 lacs,3160000,Islamabad,2010,"158,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,158000
Daihatsu Move  2021 Custom X,PKR 42.5 lacs,4250000,Islamabad,2021,"18,000km",Petrol,660cc,Automatic,Not Certified,Customer,18000
Suzuki Mehran  2009 VX,PKR 11.5 lacs,1150000,Rawalpindi,2009,"47,000km",Petrol,800cc,Manual,Not Certified,Customer,47000
Honda Civic  2022 Oriel 1.8 i-VTEC CVT,PKR 66.5 lacs,6650000,Karachi,2022,"27,500km",Petrol,1800cc,Automatic,Not Certified,Customer,27500
KIA Sportage  2021 AWD,PKR 74.5 lacs,7450000,Islamabad,2021,"46,000km",Petrol,2000cc,Automatic,Not Certified,Customer,46000
Honda City  2006 i-DSI Vario,PKR 20.5 lacs,2050000,Faisalabad,2006,"136,000km",Petrol,1300cc,Automatic,Not Certified,Customer,136000
Honda City 5th (GM2) Generation 2019 1.3 i-VTEC,PKR 35.45 lacs,3545000,Lahore,2019,"74,000km",Petrol,1300cc,Manual,Not Certified,Customer,74000
Toyota Prius  2010 G 1.8,PKR 40 lacs,4000000,Peshawar,2010,"150,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,150000
Suzuki Ravi  2018 Euro II,PKR 11.75 lacs,1175000,JalalpurJattan,2018,"41,500km",Petrol,800cc,Manual,Not Certified,Customer,41500
FAW V2  2016 VCT-i,PKR 14.5 lacs,1450000,Rawalpindi,2016,"107,000km",Petrol,1300cc,Manual,Not Certified,Customer,107000
Nissan Wingroad  2007 ,PKR 16.7 lacs,1670000,Gujranwala,2007,"178,000km",Petrol,1500cc,Automatic,Not Certified,Customer,178000
Toyota Hiace  1995 ,PKR 25.5 lacs,2550000,DadyalAk,1995,"180,000km",Diesel,3000cc,Automatic,Not Certified,Customer,180000
Toyota Corolla  2018 Altis Automatic 1.6,PKR 45 lacs,4500000,Quetta,2018,"89,000km",Petrol,1600cc,Automatic,Not Certified,Customer,89000
Toyota Vitz  2011 F 1.0,PKR 27.5 lacs,2750000,Rawalpindi,2011,"140,000km",Petrol,1000cc,Automatic,Not Certified,Customer,140000
Honda Civic  2018 Oriel 1.8 i-VTEC CVT,PKR 51.5 lacs,5150000,Islamabad,2018,"100,000km",Petrol,1800cc,Automatic,Not Certified,Customer,100000
Honda Civic  2006 EXi,PKR 15.1 lacs,1510000,Islamabad,2006,"115,000km",Petrol,1500cc,Manual,Not Certified,Customer,115000
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 36.75 lacs,3675000,Wahcantt,2014,"110,000km",Petrol,1300cc,Manual,Not Certified,Customer,110000
Toyota Aqua  2017 X Urban Solid,PKR 45 lacs,4500000,Islamabad,2017,"105,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,105000
Honda Civic Reborn 2006 VTi Prosmatec 1.8 i-VTEC,PKR 18.3 lacs,1830000,Rawalpindi,2006,"145,000km",Petrol,1800cc,Automatic,Not Certified,Customer,145000
Honda Civic 11th Generation 2023 RS,PKR 1 crore,10000000,Bahawalpur,2023,"4,000km",Petrol,1500cc,Automatic,Not Certified,Customer,4000
Toyota C-HR  2019 S-LED,PKR 83 lacs,8300000,Karachi,2019,"50,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,50000
Toyota Crown  1995 Royal Saloon,PKR 17.5 lacs,1750000,Islamabad,1995,"300,000km",Petrol,3000cc,Automatic,Not Certified,Customer,300000
Honda Civic  2009 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 27 lacs,2700000,Peshawar,2009,"126,000km",Petrol,1800cc,Automatic,Not Certified,Customer,126000
Hyundai Santro  2006 Club GV,PKR 10.5 lacs,1050000,Islamabad,2006,106km,Petrol,1100cc,Manual,Not Certified,Customer,106
Nissan AD Van  2006 1.5 DX,PKR 18.75 lacs,1875000,Karachi,2006,"150,000km",Petrol,1500cc,Automatic,Not Certified,Customer,150000
Nissan March  2007 14E,PKR 15.75 lacs,1575000,Lahore,2007,"146,000km",Petrol,1300cc,Automatic,Not Certified,Customer,146000
Toyota Corolla  2017 GLi 1.3 VVTi,PKR 38.2 lacs,3820000,Mandibahauddin,2017,"140,000km",Petrol,1300cc,Manual,Not Certified,Customer,140000
Suzuki Alto  2007 ,PKR 9.1 lacs,910000,Mardan,2007,"180,000km",Petrol,1000cc,Manual,Not Certified,Customer,180000
Suzuki Mehran  2016 VXR Euro II,PKR 14.25 lacs,1425000,Rawalpindi,2016,"38,000km",Petrol,800cc,Manual,Not Certified,Customer,38000
Daihatsu Atrai Wagon  2014 ,PKR 21.5 lacs,2150000,Karachi,2014,"85,000km",Petrol,600cc,Automatic,Not Certified,Customer,85000
Nissan Wingroad  2006 ,PKR 18.5 lacs,1850000,Islamabad,2006,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Honda Civic  2011 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 28.99 lacs,2899000,Sheikhupura,2011,"191,000km",Petrol,1800cc,Automatic,Not Certified,Customer,191000
Suzuki Swift  2015 DLX 1.3,PKR 24 lacs,2400000,Hyderabad,2015,"74,000km",Petrol,1300cc,Manual,Not Certified,Customer,74000
Toyota Corolla  2015 GLi 1.3 VVTi,PKR 33.8 lacs,3379999,Islamabad,2015,"110,000km",Petrol,1300cc,Manual,Not Certified,Customer,110000
Toyota Corolla  2022 Altis X Automatic 1.6,PKR 59 lacs,5900000,Islamabad,2022,"20,000km",Petrol,1600cc,Automatic,Not Certified,Customer,20000
Honda City 5th (GM2) Generation 2017 Aspire Prosmatec 1.5 i-VTEC,PKR 38.9 lacs,3890000,Islamabad,2017,"115,000km",Petrol,1500cc,Automatic,Not Certified,Customer,115000
Daihatsu Rocky  2019 G,PKR 57.5 lacs,5750000,Rawalpindi,2019,"49,000km",Petrol,1000cc,Automatic,Not Certified,Customer,49000
Suzuki Mehran  2016 VX Euro II,PKR 9.8 lacs,980000,Faisalabad,2016,"35,000km",Petrol,800cc,Manual,Not Certified,Customer,35000
Suzuki Cultus  2017 Limited Edition,PKR 18.5 lacs,1850000,Islamabad,2017,"86,000km",Petrol,1000cc,Manual,Not Certified,Customer,86000
Suzuki Alto  2023 VX,PKR 25.5 lacs,2550000,Islamabad,2023,"28,000km",Petrol,660cc,Manual,Not Certified,Customer,28000
Suzuki Mehran  2002 VX (CNG),PKR 6.2 lacs,620000,Attock,2002,"88,878km",Petrol,800cc,Manual,Not Certified,Customer,88878
Honda Civic  2019 Oriel 1.8 i-VTEC CVT,PKR 56 lacs,5600000,Karachi,2019,"44,000km",Petrol,1800cc,Automatic,Not Certified,Customer,44000
Honda Vezel  2014 Hybrid Z,PKR 50 lacs,5000000,Pakpattansharif,2014,"90,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,90000
Daihatsu Cuore  2008 CX Eco,PKR 9.85 lacs,985000,Renalakhurd,2008,110km,Petrol,800cc,Manual,Not Certified,Customer,110
Toyota Prado  2017 TX L Package 2.7,PKR 2.8 crore,28000000,Peshawar,2017,"60,000km",Petrol,2700cc,Automatic,Not Certified,Customer,60000
Toyota Premio  2004 F 1.5,PKR 32.4 lacs,3240000,Charsadda,2004,"250,223km",Petrol,1500cc,Automatic,Not Certified,Customer,250223
Suzuki Alto  2021 VXL AGS,PKR 27.2 lacs,2720000,Lahore,2021,"41,000km",Petrol,660cc,Automatic,Not Certified,Customer,41000
Toyota Corolla  2009 XLi VVTi,PKR 21 lacs,2100000,Peshawar,2009,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC,PKR 22.25 lacs,2225000,Karachi,2010,"102,000km",Petrol,1300cc,Manual,Not Certified,Customer,102000
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC,PKR 28.9 lacs,2890000,Sahiwal,2014,"164,000km",Petrol,1300cc,Manual,Not Certified,Customer,164000
Hyundai Santro  2004 Club GV,PKR 8.75 lacs,875000,Arifwala,2004,"100,000km",Petrol,1100cc,Manual,Not Certified,Customer,100000
Mazda Rx7  1998 ,PKR 1.5 crore,15000000,Islamabad,1998,"15,000km",Petrol,1300cc,Manual,Not Certified,Customer,15000
Toyota Vitz  2015 F 1.0,PKR 30 lacs,3000000,Karachi,2015,"185,000km",Petrol,1000cc,Automatic,Not Certified,Customer,185000
Honda Civic Rebirth 2012 VTi Oriel Prosmatec 1.8 i-VTEC,PKR 32.5 lacs,3250000,Faisalabad,2012,"130,000km",Petrol,1800cc,Automatic,Not Certified,Customer,130000
Suzuki Cultus  2005 VXL,PKR 7.5 lacs,750000,Gujranwala,2005,"100,000km",Petrol,1000cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  2012 VX,PKR 12.5 lacs,1250000,Wahcantt,2012,"48,892km",Petrol,800cc,Manual,Not Certified,Customer,48892
Honda Civic Rebirth 2016 VTi Oriel 1.8 i-VTEC,PKR 46.85 lacs,4685000,Lahore,2016,"114,000km",Petrol,1800cc,Automatic,Not Certified,Customer,114000
Honda Civic  2011 VTi Oriel 1.8 i-VTEC,PKR 25.9 lacs,2590000,Islamabad,2011,"115,000km",Petrol,1800cc,Manual,Not Certified,Customer,115000
Suzuki Mehran  1992 VX,PKR 3.5 lacs,350000,MirpurAK,1992,800km,Petrol,800cc,Manual,Not Certified,Customer,800
Nissan Clipper  2019 E,PKR 26.3 lacs,2630000,Karachi,2019,"90,000km",Petrol,660cc,Automatic,Not Certified,Customer,90000
Suzuki Alto  2021 VXL AGS,PKR 26.5 lacs,2650000,Faisalabad,2021,"50,000km",Petrol,660cc,Automatic,Not Certified,Customer,50000
Suzuki Wagon R  2018 Hybrid FX,PKR 32.5 lacs,3250000,Lahore,2018,"83,500km",Hybrid,660cc,Automatic,Not Certified,Customer,83500
Suzuki Mehran  2012 VX,PKR 7 lacs,700000,Karachi,2012,"60,000km",Petrol,800cc,Manual,Not Certified,Customer,60000
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 39.5 lacs,3950000,Islamabad,2014,"41,000km",Petrol,1300cc,Manual,Not Certified,Customer,41000
MG HS  2021 1.5 Turbo,PKR 73 lacs,7300000,Karachi,2021,"5,400km",Petrol,1500cc,Automatic,Not Certified,Customer,5400
Changan Alsvin  2021 1.5L DCT Comfort,PKR 35 lacs,3500000,Sargodha,2021,"79,000km",Petrol,1500cc,Automatic,Not Certified,Customer,79000
Suzuki Alto  2024 VXR,PKR 27.25 lacs,2725000,Bhakkar,2024,"14,555km",Petrol,660cc,Manual,Not Certified,Customer,14555
Toyota Vitz  2002 F 1.0,PKR 15 lacs,1500000,Karachi,2002,"160,000km",Petrol,1000cc,Automatic,Not Certified,Customer,160000
FAW X-PV  2016 Standard,PKR 7.7 lacs,770000,Sargodha,2016,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Toyota Corolla  2019 Altis Automatic 1.6,PKR 49.5 lacs,4950000,Karachi,2019,"28,602km",Petrol,1600cc,Automatic,Not Certified,Customer,28602
Hyundai Tucson  2022 AWD A/T Ultimate,PKR 80 lacs,8000000,Peshawar,2022,"58,000km",Petrol,2000cc,Automatic,Not Certified,Customer,58000
Honda N Wgn  2020 G,PKR 33.5 lacs,3350000,Gujranwala,2020,"42,000km",Petrol,660cc,Automatic,Not Certified,Customer,42000
Suzuki Mehran  1998 VXR,PKR 4.3 lacs,430000,Karachi,1998,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
KIA Sportage  2022 FWD,PKR 73.5 lacs,7350000,Lahore,2022,"51,265km",Petrol,2000cc,Automatic,Certified,PakWheels,51265
Suzuki Cultus  2018 VXR,PKR 23.3 lacs,2330000,Hyderabad,2018,"90,000km",Petrol,1000cc,Manual,Not Certified,Customer,90000
Suzuki Swift  2011 DLX 1.3,PKR 18.5 lacs,1850000,Lahore,2011,"174,000km",Petrol,1300cc,Manual,Not Certified,Customer,174000
Toyota Passo  2007 G 1.0,PKR 19.5 lacs,1950000,Islamabad,2007,"110,000km",Petrol,1000cc,Automatic,Not Certified,Customer,110000
Suzuki Alto  2012 VXR,PKR 15.1 lacs,1510000,RahimYarKhan,2012,"56,700km",Petrol,1000cc,Manual,Not Certified,Customer,56700
MG HS  2021 1.5 Turbo,PKR 66 lacs,6600000,Lahore,2021,"35,277km",Petrol,1490cc,Automatic,Certified,PakWheels,35277
Daihatsu Cuore  2001 CL,PKR 6.25 lacs,625000,Gujranwala,2001,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Daihatsu Rocky  2019 G,PKR 45 lacs,4500000,Karachi,2019,"65,000km",Petrol,1000cc,Automatic,Not Certified,Customer,65000
Suzuki Mehran  2006 VX,PKR 6.99 lacs,699000,Multan,2006,"110,000km",Petrol,800cc,Manual,Not Certified,Customer,110000
KIA Sportage  2020 AWD,PKR 65 lacs,6500000,Karachi,2020,"64,900km",Petrol,2000cc,Automatic,Not Certified,PakWheels,64900
Toyota Vitz  2013 F 1.5,PKR 23.5 lacs,2350000,Lahore,2013,"100,000km",Petrol,1500cc,Automatic,Not Certified,Customer,100000
Toyota Corolla  2013 XLi VVTi,PKR 28 lacs,2800000,Gujranwala,2013,"88,000km",Petrol,1300cc,Manual,Not Certified,Customer,88000
Suzuki Mehran  2015 VXR Euro II,PKR 11.5 lacs,1150000,Quetta,2015,"50,000km",Petrol,796cc,Manual,Not Certified,Customer,50000
Toyota Vitz  2018 F M Package 1.0,PKR 37 lacs,3700000,Karachi,2018,"77,000km",Petrol,996cc,Automatic,Not Certified,Customer,77000
Toyota Vitz  2012 F 1.0,PKR 23.9 lacs,2390000,Karachi,2012,"137,000km",Petrol,1000cc,Automatic,Not Certified,Customer,137000
Honda Acty  2012 Basegrade,PKR 14 lacs,1400000,Karachi,2012,"85,000km",Petrol,660cc,Automatic,Not Certified,Customer,85000
DFSK Glory 580  2021 Pro,PKR 47.5 lacs,4750000,Karachi,2021,"25,000km",Petrol,1500cc,Automatic,Not Certified,Customer,25000
Toyota Belta  2012 X 1.0,PKR 26.5 lacs,2650000,Lahore,2012,"125,000km",Petrol,1000cc,Automatic,Not Certified,Customer,125000
Suzuki Mehran  2005 VXR,PKR 6.5 lacs,650000,Rawalpindi,2005,"250,000km",Petrol,800cc,Manual,Not Certified,Customer,250000
Toyota Fortuner  2017 2.7 VVTi,PKR 1.07 crore,10700000,RahimYarKhan,2017,"69,000km",Petrol,2700cc,Automatic,Not Certified,Customer,69000
Honda City 5th (GM2) Generation 2015 Aspire 1.3 i-VTEC,PKR 31.5 lacs,3150000,Abbottabad,2015,"67,000km",Petrol,1300cc,Manual,Not Certified,Customer,67000
Daihatsu Hijet  2019 Special,PKR 23.9 lacs,2390000,Karachi,2019,"143,000km",Petrol,660cc,Automatic,Not Certified,Customer,143000
Suzuki Wagon R  2019 VXL,PKR 25.3 lacs,2530000,Rawalpindi,2019,"70,000km",Petrol,1000cc,Manual,Not Certified,Customer,70000
Suzuki Bolan  2018 VX Euro II,PKR 16 lacs,1600000,Mansehra,2018,10km,Petrol,800cc,Manual,Not Certified,Customer,10
Toyota Vitz  2011 F 1.0,PKR 23.8 lacs,2380000,Karachi,2011,"129,000km",Petrol,1000cc,Automatic,Not Certified,Customer,129000
Suzuki Bolan  2014 VX Euro II,PKR 14 lacs,1400000,Karachi,2014,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Nissan Clipper  2012 ,PKR 14.95 lacs,1495000,Islamabad,2012,"63,480km",Petrol,660cc,Automatic,Not Certified,Customer,63480
Daihatsu Cast  2017 Activa X,PKR 28.1 lacs,2810000,Gujranwala,2017,"80,000km",Petrol,660cc,Automatic,Not Certified,Customer,80000
Toyota Corolla  2010 XLi VVTi,PKR 24.5 lacs,2450000,Deraismailkhan,2010,"500,000km",Petrol,1300cc,Manual,Not Certified,Customer,500000
Toyota Corolla 9th (E120) Generation 2005 GLi 1.3,PKR 18.5 lacs,1850000,EsaKhel,2005,"244,000km",Petrol,1300cc,Manual,Not Certified,Customer,244000
Suzuki Swift  2014 DX 1.3,PKR 20 lacs,2000000,MuzaffarGargh,2014,"130,000km",Petrol,1300cc,Manual,Not Certified,Customer,130000
Honda N Wgn  2014 Custom G Turbo,PKR 31 lacs,3100000,Lahore,2014,"81,000km",Petrol,660cc,Automatic,Not Certified,Customer,81000
Suzuki Mehran  2017 VXR Euro II,PKR 13.5 lacs,1350000,Islamabad,2017,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Toyota Surf  1997 SSR-G 3.4,PKR 41.5 lacs,4150000,Islamabad,1997,"295,000km",Petrol,3400cc,Automatic,Not Certified,Customer,295000
Honda Vezel  2019 Hybrid Z Honda Sensing ,PKR 76 lacs,7600000,Karachi,2019,"53,786km",Hybrid,1500cc,Automatic,Certified,PakWheels,53786
Chevrolet Joy  2008 1.0,PKR 9.95 lacs,994999,Sialkot,2008,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Toyota Passo  2021 X,PKR 42 lacs,4200000,Karachi,2021,"6,900km",Petrol,1000cc,Automatic,Not Certified,Customer,6900
Suzuki Swift  2018 XG 1.2,PKR 24.5 lacs,2450000,Lahore,2018,"200,000km",Petrol,1200cc,Manual,Not Certified,Customer,200000
Toyota Corolla  2016 XLi VVTi,PKR 27.9 lacs,2790000,Faisalabad,2016,"153,125km",Petrol,1300cc,Manual,Not Certified,Customer,153125
Toyota Corolla  2015 Altis Grande CVT-i 1.8,PKR 38.5 lacs,3850000,Karachi,2015,"60,000km",Petrol,1800cc,Automatic,Not Certified,Customer,60000
Suzuki Wagon R  2017 VXL,PKR 23 lacs,2300000,Mandibahauddin,2017,"108,000km",Petrol,1000cc,Manual,Not Certified,Customer,108000
Suzuki Mehran  1991 VX,PKR 3.05 lacs,305000,Multan,1991,"180,000km",Petrol,800cc,Manual,Not Certified,Customer,180000
Suzuki Bolan  2013 Cargo Van Euro ll,PKR 9 lacs,900000,MianWali,2013,"96,000km",Petrol,800cc,Manual,Not Certified,Customer,96000
Suzuki Potohar  1994 ,PKR 13.75 lacs,1375000,Rawalakot,1994,"132,580km",Petrol,660cc,Manual,Not Certified,Customer,132580
Honda City 5th (GM2) Generation 2019 1.5 i-VTEC,PKR 39.5 lacs,3950000,Lahore,2019,"42,000km",Petrol,1500cc,Manual,Not Certified,Customer,42000
Toyota Corolla  2019 XLi Automatic,PKR 41 lacs,4100000,Faisalabad,2019,"140,000km",Petrol,1300cc,Automatic,Not Certified,Customer,140000
DFSK Glory 580  2021 Pro,PKR 49 lacs,4900000,Gujranwala,2021,"41,000km",Petrol,1500cc,Automatic,Not Certified,Customer,41000
Toyota Passo  2007 G 1.3,PKR 21 lacs,2100000,Karachi,2007,"60,000km",Petrol,1300cc,Automatic,Not Certified,Customer,60000
Suzuki Wagon R  2019 VXL,PKR 23 lacs,2300000,Faisalabad,2019,"87,000km",Petrol,1000cc,Manual,Not Certified,Customer,87000
Suzuki Mehran  2010 VX,PKR 9 lacs,900000,Rawalpindi,2010,"73,000km",Petrol,800cc,Manual,Not Certified,Customer,73000
Honda City  2018 1.3 i-VTEC,PKR 32.5 lacs,3250000,Lahore,2018,"96,000km",Petrol,1300cc,Manual,Not Certified,Customer,96000
Daihatsu Move  2015 Custom RS SA,PKR 27.75 lacs,2775000,Sialkot,2015,"95,000km",Petrol,660cc,Automatic,Not Certified,Customer,95000
Suzuki Every  2009 Join Turbo,PKR 14.5 lacs,1450000,Mardan,2009,"100,000km",Petrol,660cc,Automatic,Not Certified,Customer,100000
Suzuki Mehran  2015 VX Euro II,PKR 10.6 lacs,1060000,Nowsheracantt,2015,"97,000km",Petrol,800cc,Manual,Not Certified,Customer,97000
Honda Civic  2017 ,PKR 51 lacs,5100000,Layyah,2017,"81,000km",Petrol,1800cc,Automatic,Not Certified,Customer,81000
Toyota Yaris  2024 ATIV X CVT 1.5,PKR 64.01 lacs,6401000,Lahore,2024,12km,Petrol,1500cc,Automatic,Not Certified,Customer,12
Suzuki Cultus  2017 VXR,PKR 25 lacs,2500000,Karachi,2017,"34,000km",Petrol,1000cc,Manual,Not Certified,Customer,34000
Toyota Corolla  2019 GLi Automatic 1.3 VVTi,PKR 50.9 lacs,5090000,Talagang,2019,"12,000km",Petrol,1300cc,Automatic,Not Certified,Customer,12000
