Name,PriceInText,Price,City,Year,Distance,Fuel,HorsePower,Transmission,Certified,ManagedBy,Distance2
Honda Vezel  2019 Hybrid Z,PKR 85 lacs,8500000,Islamabad,2019,"81,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,81000
Suzuki Mehran  2016 VX Euro II,PKR 11 lacs,1100000,Lahore,2016,"2,414km",Petrol,796cc,Manual,Not Certified,PakWheels,2414
Honda City  2016 ,PKR 32.5 lacs,3250000,Islamabad,2016,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Mercedes Benz S Class  2007 S350,PKR 1.1 crore,11000000,Islamabad,2007,"71,000km",Petrol,3500cc,Automatic,Not Certified,Customer,71000
Lexus LX Series  2009 LX570,PKR 3.15 crore,31500000,Islamabad,2009,"125,500km",Petrol,5700cc,Automatic,Not Certified,Customer,125500
Toyota Belta  2016 ,PKR 25 lacs,2500000,Gujranwala,2016,"135,826km",Petrol,1300cc,Automatic,Not Certified,Customer,135826
Toyota Prado  2012 TX 2.7,PKR 1.65 crore,16500000,Gujrat,2012,"149,000km",Petrol,2700cc,Automatic,Not Certified,Customer,149000
Suzuki Mehran  1999 VX,PKR 5.5 lacs,550000,Lahore,1999,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Nissan Dayz  2013 Highway Star G,PKR 20 lacs,2000000,Karachi,2013,"99,137km",Petrol,660cc,Automatic,Not Certified,Customer,99137
Suzuki Wagon R  2021 AGS,PKR 31 lacs,3100000,Islamabad,2021,"133,000km",Petrol,1000cc,Automatic,Not Certified,Customer,133000
Daihatsu Hijet  2010 ,PKR 20 lacs,2000000,Faisalabad,2010,"103,000km",Petrol,660cc,Automatic,Not Certified,Customer,103000
Suzuki Mehran  2018 VXR Euro II,PKR 14.7 lacs,1470000,Rawat,2018,"61,000km",Petrol,800cc,Manual,Not Certified,Customer,61000
Suzuki Wagon R  2018 VXL,PKR 22.3 lacs,2230000,Karachi,2018,"56,500km",Petrol,1000cc,Manual,Not Certified,Customer,56500
Suzuki Wagon R  2018 VXL,PKR 23.5 lacs,2350000,Gujranwala,2018,"42,000km",Petrol,1000cc,Manual,Not Certified,Customer,42000
Honda City  2022 1.5L ASPIRE CVT,PKR 48.75 lacs,4875000,Karachi,2022,"37,000km",Petrol,1500cc,Automatic,Not Certified,Customer,37000
Changan Karvaan  2020 Base Model 1.0,PKR 20.5 lacs,2050000,Jhang,2020,"30,000km",Petrol,1000cc,Manual,Not Certified,Customer,30000
Mitsubishi Pajero  1993 ,PKR 35 lacs,3500000,Islamabad,1993,"150,000km",Diesel,3000cc,Automatic,Not Certified,Customer,150000
Suzuki Cultus  2007 VXR,PKR 10 lacs,1000000,Gujranwala,2007,"148,000km",Petrol,1000cc,Manual,Not Certified,Customer,148000
Suzuki Mehran  2015 VXR Euro II,PKR 12.8 lacs,1280000,DGKhan,2015,"72,000km",Petrol,796cc,Manual,Not Certified,Customer,72000
Toyota Yaris  2022 ATIV CVT 1.3,PKR 47.8 lacs,4780000,Islamabad,2022,"33,000km",Petrol,1300cc,Automatic,Not Certified,Customer,33000
Suzuki Every Wagon  1987 ,PKR 12.95 lacs,1295000,Charsadda,1987,12km,Petrol,1800cc,Automatic,Not Certified,Customer,12
Toyota Premio  2007 X 1.8,PKR 43 lacs,4300000,Bannu,2007,"55,000km",Petrol,1800cc,Automatic,Not Certified,Customer,55000
Hyundai Santro  2003 Club,PKR 9.35 lacs,935000,Rawalpindi,2003,"103,000km",Petrol,1000cc,Manual,Not Certified,Customer,103000
Honda Civic  1998 EXi,PKR 11 lacs,1100000,Islamabad,1998,"330,000km",Petrol,1500cc,Manual,Not Certified,Customer,330000
Honda City  2004 i-DSI,PKR 16.5 lacs,1650000,Mamukunjan,2004,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Suzuki Mehran  1994 VXR,PKR 5.4 lacs,540000,Kharian,1994,"11,000km",Petrol,800cc,Manual,Not Certified,Customer,11000
Hyundai Santro  2003 Club,PKR 7.85 lacs,785000,Karachi,2003,"131,000km",Petrol,1000cc,Manual,Not Certified,Customer,131000
Suzuki Khyber  1993 GA,PKR 4.8 lacs,480000,Jhelum,1993,"653,259km",Petrol,1000cc,Manual,Not Certified,Customer,653259
Daihatsu Cuore  2000 CX,PKR 4.55 lacs,455000,Lahore,2000,"123,456km",Petrol,800cc,Manual,Not Certified,Customer,123456
Fiat Uno  2001 ,PKR 3.75 lacs,375000,Lahore,2001,"12,345km",LPG,1300cc,Manual,Not Certified,Customer,12345
Suzuki Mehran  2012 VXR,PKR 7.2 lacs,720000,Karachi,2012,"55,000km",Petrol,800cc,Manual,Not Certified,Customer,55000
Suzuki Mehran  2014 VXR Euro II,PKR 13 lacs,1300000,Lahore,2014,"81,000km",Petrol,796cc,Manual,Not Certified,Customer,81000
Suzuki Khyber  1988 ,PKR 3.5 lacs,350000,Kohat,1988,"111,111km",Petrol,1000cc,Manual,Not Certified,Customer,111111
Toyota Corolla  2011 XLi VVTi,PKR 23.5 lacs,2350000,Sargodha,2011,"250,000km",Petrol,1300cc,Manual,Not Certified,Customer,250000
Daihatsu Mira  2013 ES,PKR 25 lacs,2500000,Islamabad,2013,"90,000km",Petrol,660cc,Automatic,Not Certified,Customer,90000
Suzuki Mehran  1991 VX,PKR 3.3 lacs,330000,Jaranwala,1991,"1,111km",Petrol,800cc,Manual,Not Certified,Customer,1111
Daihatsu Charade  1985 ,PKR 3 lacs,300000,Karachi,1985,"12,345km",Petrol,1000cc,Manual,Not Certified,Customer,12345
Toyota Yaris  2021 ATIV MT 1.3,PKR 43.5 lacs,4350000,Islamabad,2021,"26,500km",Petrol,1300cc,Manual,Not Certified,Customer,26500
Toyota Fortuner  2017 2.7 VVTi,PKR 99.9 lacs,9990000,Islamabad,2017,"142,000km",Petrol,2700cc,Automatic,Not Certified,Customer,142000
Toyota Corolla  2019 ,PKR 82 lacs,8200000,Islamabad,2019,"11,000km",Hybrid,1800cc,Automatic,Not Certified,Customer,11000
Toyota Mark X  2005 250G F Package Smart Edition,PKR 42.5 lacs,4250000,Karachi,2005,"85,000km",Petrol,2500cc,Automatic,Not Certified,Customer,85000
Suzuki Alto  2022 VX,PKR 22.5 lacs,2250000,Faisalabad,2022,"45,000km",Petrol,660cc,Manual,Not Certified,Customer,45000
Toyota Corolla  2013 GLi 1.3 VVTi,PKR 28.7 lacs,2870000,Mandibahauddin,2013,"225,000km",Petrol,1300cc,Manual,Not Certified,Customer,225000
Deepal L07  2024 EV,PKR 1.5 crore,15000000,Lahore,2024,5km,Electric,66.8kWh,Automatic,Not Certified,Customer,5
Suzuki Mehran  2011 VXR (CNG),PKR 9 lacs,900000,Abbottabad,2011,"31,000km",Petrol,800cc,Manual,Not Certified,Customer,31000
Toyota Corolla  2017 GLi Automatic 1.3 VVTi,PKR 35.5 lacs,3550000,Karachi,2017,"72,000km",Petrol,1300cc,Automatic,Not Certified,Customer,72000
Honda Civic  2021 Oriel 1.8 i-VTEC CVT,PKR 63.5 lacs,6350000,Islamabad,2021,"47,000km",Petrol,1800cc,Automatic,Not Certified,Customer,47000
MG HS  2021 1.5 Turbo,PKR 61.5 lacs,6150000,Sargodha,2021,"62,000km",Petrol,1490cc,Automatic,Not Certified,Customer,62000
Toyota Voxy  2016 X,PKR 66 lacs,6600000,Karachi,2016,"172,000km",Hybrid,2000cc,Automatic,Not Certified,Customer,172000
Suzuki Cultus  2006 VXR (CNG),PKR 9.3 lacs,930000,Hassanabdal,2006,"10,000km",Petrol,1000cc,Manual,Not Certified,Customer,10000
Honda Vezel  2017 Hybrid Z Honda Sensing ,PKR 65.5 lacs,6550000,Lahore,2017,"62,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,62000
KIA Picanto  2021 1.0 AT,PKR 30 lacs,3000000,Karachi,2021,"12,861km",Petrol,1000cc,Automatic,Certified,PakWheels,12861
Toyota Tundra  2018 ,PKR 2.22 crore,22200000,Karachi,2018,"58,000km",Petrol,5700cc,Automatic,Not Certified,Customer,58000
Toyota Yaris  2022 ATIV X CVT 1.5,PKR 47 lacs,4700000,Karachi,2022,"32,874km",Petrol,1500cc,Automatic,Not Certified,Customer,32874
Toyota Sienta  2018 ,PKR 62 lacs,6200000,Karachi,2018,"71,395km",Hybrid,1500cc,Automatic,Not Certified,Customer,71395
Suzuki Cultus  2016 Limited Edition,PKR 16.35 lacs,1635000,Rajanpur,2016,"73,000km",Petrol,1000cc,Manual,Not Certified,Customer,73000
Toyota Passo  2022 Moda,PKR 44 lacs,4400000,Lahore,2022,"18,077km",Petrol,1000cc,Automatic,Certified,PakWheels,18077
Toyota Passo  2012 X V Package,PKR 17.25 lacs,1725000,Lahore,2012,"130,000km",Petrol,1000cc,Automatic,Not Certified,Customer,130000
Suzuki Wagon R  2018 VXL,PKR 22.25 lacs,2225000,Lahore,2018,"171,500km",Petrol,1000cc,Manual,Not Certified,Customer,171500
Honda Civic  2017 Oriel 1.8 i-VTEC CVT,PKR 48 lacs,4800000,Faisalabad,2017,"72,000km",Petrol,1800cc,Automatic,Not Certified,Customer,72000
Honda Civic  2003 EXi,PKR 13.2 lacs,1320000,Multan,2003,"890,000km",Petrol,1500cc,Manual,Not Certified,Customer,890000
Honda City  2003 EXi S,PKR 13 lacs,1300000,Rawalpindi,2003,"325,000km",Petrol,1500cc,Manual,Not Certified,Customer,325000
Toyota Corolla  2014 Altis Grande CVT-i 1.8,PKR 38.5 lacs,3850000,Lahore,2014,"130,000km",Petrol,1800cc,Automatic,Not Certified,Customer,130000
Toyota Yaris  2021 ATIV X CVT 1.5,PKR 49 lacs,4900000,Lahore,2021,"29,800km",Petrol,1500cc,Automatic,Not Certified,Customer,29800
Toyota Corolla  2018 Altis Automatic 1.6,PKR 44.3 lacs,4430000,Karachi,2018,"73,000km",Petrol,1600cc,Automatic,Not Certified,Customer,73000
Mitsubishi Pajero  2005 GLS 2.8D,PKR 55 lacs,5500000,Islamabad,2005,"116,000km",Diesel,2800cc,Automatic,Not Certified,Customer,116000
Toyota Hilux  2012 Vigo Champ G,PKR 53 lacs,5300000,Rawalpindi,2012,"150,000km",Diesel,2500cc,Automatic,Not Certified,Customer,150000
Toyota Corolla  2011 GLi 1.3 VVTi,PKR 23.5 lacs,2350000,DGKhan,2011,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Toyota Sienta  2019 G,PKR 60.5 lacs,6050000,Karachi,2019,"126,000km",Petrol,1500cc,Automatic,Not Certified,Customer,126000
Honda City 5th (GM2) Generation 2017 Aspire Prosmatec 1.3 i-VTEC,PKR 34 lacs,3400000,Karachi,2017,"79,000km",Petrol,1300cc,Automatic,Not Certified,Customer,79000
Honda City 5th (GM2) Generation 2016 1.3 i-VTEC,PKR 32 lacs,3200000,MianWali,2016,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
MG ZS EV  2024 MCE Long Range,PKR 1.51 crore,15100000,Islamabad,2024,12km,Electric,726.0kWh,Automatic,Not Certified,Customer,12
MG 4  2024 Excite,PKR 1.11 crore,11100000,Islamabad,2024,12km,Electric,51.0kWh,Automatic,Not Certified,Customer,12
Changan Oshan X7  2022 FutureSense,PKR 74 lacs,7400000,Lahore,2022,"74,000km",Petrol,1500cc,Automatic,Not Certified,Customer,74000
Changan Alsvin  2024 1.3L MT Comfort,PKR 38.3 lacs,3829999,Lahore,2024,"3,000km",Petrol,1300cc,Manual,Not Certified,Customer,3000
KIA Sportage  2002 ,PKR 11 lacs,1100000,Peshawar,2002,"100,000km",Petrol,2000cc,Manual,Not Certified,Customer,100000
DFSK Glory 580  2022 Pro,PKR 55.85 lacs,5585000,Rawalpindi,2022,"38,000km",Petrol,1500cc,Automatic,Not Certified,Customer,38000
Toyota Raize  2021 XS,PKR 54 lacs,5400000,Multan,2021,"90,000km",Petrol,1000cc,Automatic,Not Certified,Customer,90000
Suzuki Mehran  2013 VX Euro II,PKR 12 lacs,1200000,Rawalpindi,2013,"88,000km",Petrol,796cc,Manual,Not Certified,Customer,88000
Toyota Vitz  2018 ,PKR 38.15 lacs,3815000,Lahore,2018,"91,000km",Petrol,1000cc,Automatic,Not Certified,Customer,91000
Daihatsu Mira  2012 ,PKR 21.2 lacs,2120000,Karachi,2012,"76,548km",Petrol,660cc,Automatic,Not Certified,Customer,76548
Honda Spike  2013 ,PKR 34 lacs,3400000,Multan,2013,"108,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,108000
Hyundai Shehzore  2006 ,PKR 23.5 lacs,2350000,Mandibahauddin,2006,"250,000km",Diesel,2600cc,Manual,Not Certified,Customer,250000
Suzuki Mehran  2013 VX Euro II,PKR 16 lacs,1600000,Rawalakot,2013,"255,000km",Petrol,800cc,Manual,Not Certified,Customer,255000
Toyota Passo  2019 ,PKR 40 lacs,4000000,Bahawalpur,2019,"30,000km",Petrol,1000cc,Automatic,Not Certified,Customer,30000
Nissan Moco  2015 X Idling Stop Aero Style,PKR 24.95 lacs,2495000,Islamabad,2015,"67,000km",Petrol,660cc,Automatic,Not Certified,Customer,67000
Suzuki FX  1985 GA,PKR 2.3 lacs,229999,Sargodha,1985,"102,015km",Petrol,800cc,Manual,Not Certified,Customer,102015
Suzuki Bolan  1999 VX (CNG),PKR 7 lacs,700000,Lahore,1999,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Changan Oshan X7  2023 FutureSense,PKR 82 lacs,8200000,Sargodha,2023,"19,200km",Petrol,1500cc,Automatic,Not Certified,Customer,19200
Suzuki Mehran  2019 ,PKR 14.3 lacs,1430000,Sukkur,2019,"38,000km",Petrol,800cc,Manual,Not Certified,Customer,38000
Proton X70  2021 Premium FWD,PKR 66 lacs,6600000,Karachi,2021,"33,000km",Petrol,1500cc,Automatic,Not Certified,Customer,33000
Daihatsu Hijet  2016 Cruise,PKR 14 lacs,1400000,Islamabad,2016,100km,Petrol,660cc,Automatic,Not Certified,Customer,100
Chevrolet Spark  2009 ,PKR 9.7 lacs,969999,Rawalpindi,2009,"129,688km",Petrol,800cc,Manual,Not Certified,Customer,129688
Honda Accord  2008 24TL Sports Style,PKR 43.7 lacs,4370000,Lahore,2008,"117,000km",Petrol,2400cc,Automatic,Not Certified,Customer,117000
Suzuki Alto  2022 VXR,PKR 25 lacs,2500000,Vehari,2022,"30,000km",Petrol,660cc,Manual,Not Certified,Customer,30000
Daihatsu Mira  2009 ,PKR 18.5 lacs,1850000,Rawalpindi,2009,"145,000km",Petrol,660cc,Manual,Not Certified,Customer,145000
Honda City  2006 i-DSI,PKR 16 lacs,1600000,Lahore,2006,"300,000km",Petrol,1300cc,Manual,Not Certified,Customer,300000
Daihatsu Terios Kid  2009 L,PKR 22.5 lacs,2250000,Deraismailkhan,2009,"12,560km",Petrol,660cc,Automatic,Not Certified,Customer,12560
Hyundai Santro  2006 Club,PKR 10.75 lacs,1075000,Lahore,2006,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Suzuki Alto  2022 VXR,PKR 26.15 lacs,2615000,Faisalabad,2022,"35,000km",Petrol,660cc,Manual,Not Certified,Customer,35000
Toyota Corolla  2018 Altis CVT-i 1.8,PKR 46 lacs,4600000,Karachi,2018,"45,761km",Petrol,1800cc,Automatic,Not Certified,Customer,45761
Daihatsu Cuore  2008 CX,PKR 7.75 lacs,775000,Karachi,2008,"120,152km",Petrol,800cc,Manual,Not Certified,Customer,120152
Suzuki Mehran  2014 VX Euro II,PKR 9 lacs,900000,Noorkot,2014,"60,000km",Petrol,800cc,Manual,Not Certified,Customer,60000
Toyota Corolla 8th (E110) Generation 1995 SE Limited,PKR 16.75 lacs,1675000,Nowsheracantt,1995,"204,098km",Petrol,1500cc,Manual,Not Certified,Customer,204098
Prince Pearl  2020 MT,PKR 11.4 lacs,1140000,Lahore,2020,"34,000km",Petrol,800cc,Manual,Not Certified,Customer,34000
Toyota Prado 3rd (J120) Generation 2004 TX Limited 3.0D,PKR 85 lacs,8500000,Sargodha,2004,"106,000km",Diesel,3000cc,Automatic,Not Certified,Customer,106000
Nissan Sunny  1993 ,PKR 4.5 lacs,450000,Lahore,1993,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Toyota Aqua  2013 S,PKR 37 lacs,3700000,Lahore,2013,"137,500km",Hybrid,1500cc,Automatic,Not Certified,Customer,137500
KIA Sportage  2020 AWD,PKR 66 lacs,6600000,Islamabad,2020,"66,000km",Petrol,2000cc,Automatic,Not Certified,Customer,66000
Toyota Corolla  2011 GLi Automatic 1.6 VVTi,PKR 30 lacs,3000000,Jehangira,2011,15km,Petrol,1600cc,Automatic,Not Certified,Customer,15
Suzuki Wagon R  2016 VXR,PKR 18.35 lacs,1835000,Karachi,2016,147km,Petrol,1000cc,Manual,Not Certified,Customer,147
Suzuki Bolan  2006 ,PKR 6.5 lacs,650000,Karachi,2006,"200,000km",Petrol,800cc,Manual,Not Certified,Customer,200000
Suzuki Cultus  2016 Limited Edition,PKR 15.95 lacs,1595000,Karachi,2016,"91,000km",Petrol,1000cc,Manual,Not Certified,Customer,91000
Honda Civic Eagle Eye 2005 VTi Oriel UG Prosmatec 1.6,PKR 17 lacs,1700000,Sialkot,2005,"100,000km",Petrol,1600cc,Automatic,Not Certified,Customer,100000
Daihatsu Mira  2007 Custom L,PKR 22 lacs,2200000,Lahore,2007,"77,283km",Petrol,660cc,Automatic,Certified,PakWheels,77283
Suzuki Mehran  2013 VX Euro II,PKR 10.5 lacs,1050000,Chishtian,2013,"30,000km",Petrol,800cc,Manual,Not Certified,Customer,30000
Honda Civic  2018 Oriel 1.8 i-VTEC CVT,PKR 52.5 lacs,5250000,Islamabad,2018,"81,000km",Petrol,1800cc,Automatic,Not Certified,Customer,81000
Suzuki Alto  2020 VXL AGS,PKR 27 lacs,2700000,Lahore,2020,"69,658km",Petrol,660cc,Automatic,Certified,PakWheels,69658
Toyota Corolla  2014 GLi 1.3 VVTi,PKR 30 lacs,3000000,JalalpurPirwala,2014,"136,000km",Petrol,1300cc,Manual,Not Certified,Customer,136000
JW Forland Safari   2024 Premium 1.5 DLX,PKR 20 lacs,2000000,Sialkot,2024,"13,000km",Petrol,1500cc,Manual,Not Certified,Customer,13000
Suzuki Mehran  1989 VX,PKR 2.5 lacs,250000,Taxila,1989,"10,000km",Petrol,800cc,Manual,Not Certified,Customer,10000
Toyota C-HR  2019 G-LED,PKR 95 lacs,9500000,Lahore,2019,"87,244km",Hybrid,1800cc,Automatic,Certified,PakWheels,87244
Daihatsu Cuore  2009 ,PKR 10.9 lacs,1090000,Rawalpindi,2009,"200,000km",Petrol,1000cc,Manual,Not Certified,Customer,200000
Toyota Corolla  2011 XLi VVTi,PKR 23.8 lacs,2380000,Rawalpindi,2011,"50,000km",Petrol,1300cc,Manual,Not Certified,Customer,50000
Suzuki Ravi  2018 Euro II,PKR 14.5 lacs,1450000,Mansehra,2018,"94,000km",Petrol,800cc,Manual,Not Certified,Customer,94000
Suzuki Alto  2021 VXR,PKR 23.65 lacs,2365000,Nowshera,2021,"62,000km",Petrol,660cc,Manual,Not Certified,Customer,62000
Suzuki Mehran  2016 VX Euro II,PKR 11.25 lacs,1125000,Lahore,2016,"99,900km",Petrol,796cc,Manual,Not Certified,Customer,99900
Suzuki Bolan  2006 VX,PKR 5.1 lacs,509999,Karachi,2006,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Toyota Vitz  2012 F Intelligent Package 1.0,PKR 22 lacs,2200000,Gujrat,2012,"101,301km",Petrol,1000cc,Automatic,Not Certified,Customer,101301
Toyota Vitz  2006 F 1.0,PKR 20.5 lacs,2050000,Wahcantt,2006,"130,000km",Petrol,1000cc,Automatic,Not Certified,Customer,130000
Toyota Yaris  2021 ,PKR 46.85 lacs,4685000,Karachi,2021,"40,000km",Petrol,1000cc,Automatic,Not Certified,Customer,40000
Suzuki Hustler  2020 G,PKR 31.25 lacs,3125000,Lahore,2020,"41,630km",Petrol,660cc,Automatic,Not Certified,PakWheels,41630
Toyota Yaris  2021 ATIV X CVT 1.5,PKR 43.75 lacs,4375000,Karachi,2021,"24,500km",Petrol,1500cc,Automatic,Not Certified,Customer,24500
Suzuki Wagon R  2016 VXL,PKR 19.7 lacs,1970000,Lahore,2016,"99,000km",Petrol,1000cc,Manual,Not Certified,Customer,99000
Daihatsu Cuore  2006 ,PKR 6.1 lacs,610000,Karachi,2006,"3,125km",Petrol,1000cc,Manual,Not Certified,Customer,3125
Honda City  2023 1.2L M/T,PKR 46 lacs,4600000,Lahore,2023,"25,000km",Petrol,1200cc,Manual,Not Certified,Customer,25000
Toyota Corolla  2011 XLi VVTi,PKR 25.9 lacs,2590000,Islamabad,2011,"171,000km",Petrol,1300cc,Manual,Not Certified,Customer,171000
Daihatsu Cuore  2011 CX Eco,PKR 12.1 lacs,1210000,Larkana,2011,"80,000km",Petrol,800cc,Manual,Not Certified,Customer,80000
Suzuki Alto  2011 VXR (CNG),PKR 9.9 lacs,990000,Karachi,2011,"177,700km",Petrol,1000cc,Manual,Not Certified,Customer,177700
Toyota Prado  2016 TX L Package 2.7,PKR 2.17 crore,21700000,Islamabad,2016,"83,218km",Petrol,2700cc,Automatic,Not Certified,Customer,83218
Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec,PKR 35.5 lacs,3550000,Jhelum,2018,"80,000km",Petrol,1300cc,Automatic,Not Certified,Customer,80000
Mitsubishi Ek Wagon  2021 ,PKR 34.2 lacs,3420000,Lahore,2021,"4,871km",Petrol,660cc,Automatic,Certified,PakWheels,4871
Suzuki Mehran  2006 VX (CNG),PKR 6.9 lacs,690000,Lahore,2006,"89,126km",Petrol,800cc,Manual,Not Certified,Customer,89126
Toyota C-HR  2019 G-LED,PKR 90 lacs,9000000,Lahore,2019,"35,743km",Hybrid,1800cc,Automatic,Certified,PakWheels,35743
Toyota Corolla  2012 GLi 1.3 VVTi Ecotec ,PKR 25 lacs,2500000,Islamabad,2012,"153,500km",Petrol,1300cc,Manual,Not Certified,Customer,153500
Toyota Land Cruiser  2011 AX,PKR 2.25 crore,22500000,Islamabad,2011,"150,045km",Petrol,4600cc,Automatic,Not Certified,Customer,150045
Suzuki Swift  2010 DLX 1.3,PKR 18.5 lacs,1850000,Lahore,2010,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Daihatsu Move  2007 Custom R,PKR 16.75 lacs,1675000,Layyah,2007,"128,812km",Petrol,660cc,Automatic,Not Certified,Customer,128812
Toyota Passo  2008 G F Package,PKR 22.5 lacs,2250000,Islamabad,2008,"116,580km",Petrol,1000cc,Automatic,Not Certified,Customer,116580
Suzuki Mehran  2006 VXR,PKR 6.5 lacs,650000,Multan,2006,"75,000km",Petrol,800cc,Manual,Not Certified,Customer,75000
Honda Civic  1996 VTi Automatic 1.6,PKR 10.75 lacs,1075000,Jhang,1996,"160,000km",Petrol,1600cc,Automatic,Not Certified,Customer,160000
Toyota Corolla  2019 GLi Automatic 1.3 VVTi,PKR 44.9 lacs,4490000,Rawalpindi,2019,"68,460km",Petrol,1300cc,Automatic,Not Certified,Customer,68460
Mitsubishi EK Custom  2014 ,PKR 23.5 lacs,2350000,Rawalpindi,2014,"125,000km",Petrol,660cc,Automatic,Not Certified,Customer,125000
Suzuki Cultus  2015 EURO II,PKR 16 lacs,1600000,Pakpattansharif,2015,"83,000km",Petrol,1000cc,Manual,Not Certified,Customer,83000
Nissan Serena  2018 ,PKR 65 lacs,6500000,Lahore,2018,"77,203km",Hybrid,1200cc,Automatic,Certified,PakWheels,77203
Toyota Prado  2000 TZ 3.4,PKR 70 lacs,7000000,Islamabad,2000,"174,000km",Petrol,3400cc,Automatic,Not Certified,Customer,174000
Toyota Corolla  2010 GLi 1.3 VVTi,PKR 24.5 lacs,2450000,Gujrat,2010,"104,521km",Petrol,1300cc,Manual,Not Certified,Customer,104521
Toyota Fortuner  2019 2.7 G,PKR 1.2 crore,12000000,Lahore,2019,"150,000km",Petrol,2700cc,Automatic,Not Certified,Customer,150000
Suzuki Swift  2018 DLX Automatic 1.3 Navigation,PKR 27.35 lacs,2735000,Karachi,2018,"72,500km",Petrol,1300cc,Automatic,Not Certified,Customer,72500
Honda Civic  2019 ,PKR 36.7 lacs,3670000,Lahore,2019,"37,424km",Petrol,1300cc,Manual,Not Certified,Customer,37424
Suzuki Ravi  2009 ,PKR 5.5 lacs,550000,Lahore,2009,"100,000km",Petrol,600cc,Manual,Not Certified,Customer,100000
