Car_Name,Present_Price,Selling_Price,City,Year,Kms_Driven,Fuel_Type,HorsePower,Transmission,Certified,Seller_Type,Distance2
Adam Revo  2006 1051cc,320000.0,320000,Okara,2006,50000.0,Petrol,1100cc,Manual,Not Certified,Customer,50000
Adam Revo  2023 ,0.0,13799999,Karachi,2023,18000.0,Diesel,2800cc,Automatic,Not Certified,Customer,18000
Audi A1  1985 ,300000.0,300000,Multan,1985,200000.0,Petrol,1000cc,Manual,Not Certified,Customer,200000
Audi A3  2014 1.8 TFSI Quattro,6250000.0,6250000,Multan,2014,67000.0,Petrol,1800cc,Automatic,Not Certified,Customer,67000
Audi A3  2014 1.8 TFSI quattro,6700000.0,6700000,Lahore,2014,159000.0,Petrol,1800cc,Automatic,Not Certified,Customer,159000
Audi A3  2015 1.2 TFSI Design Line ,6700000.0,6700000,Karachi,2015,90000.0,Petrol,1200cc,Automatic,Not Certified,Customer,90000
Audi A3  2015 1.2 TFSI Exclusive Line,6500000.0,6500000,Lahore,2015,160000.0,Petrol,1200cc,Automatic,Not Certified,Customer,160000
Audi A3  2015 1.8 TFSI,7350000.0,7350000,Faisalabad,2015,85000.0,Petrol,1800cc,Automatic,Not Certified,Customer,85000
Audi A3  2016 1.2 TFSI Exclusive Line,5950000.0,5950000,Islamabad,2016,80000.0,Petrol,1200cc,Automatic,Not Certified,Customer,80000
Audi A3  2016 1.8 TFSI,7500000.0,7500000,Islamabad,2016,60000.0,Petrol,1800cc,Automatic,Not Certified,Customer,60000
Audi A3  2017 1.2 TFSI,7400000.0,7400000,Karachi,2017,65000.0,Petrol,1200cc,Automatic,Not Certified,Customer,65000
Audi A3  2017 1.2 TFSI Design Line ,7300000.0,7300000,Lahore,2017,78000.0,Petrol,1200cc,Automatic,Not Certified,Customer,78000
Audi A3  2017 1.2 TFSI Exclusive Line,7150000.0,7150000,Lahore,2017,72500.0,Petrol,1200cc,Automatic,Not Certified,Customer,72500
Audi A3  2017 1.2 TFSI Standard,7000000.0,7000000,Multan,2017,69000.0,Petrol,1200cc,Automatic,Not Certified,Customer,69000
Audi A3  2018 1.2 TFSI,9200000.0,9200000,Lahore,2018,82000.0,Petrol,1200cc,Automatic,Not Certified,Customer,82000
Audi A3  2018 1.2 TFSI Design Line ,0.0,10500000,Multan,2018,74000.0,Petrol,1200cc,Automatic,Not Certified,Customer,74000
Audi A3  2018 1.2 TFSI Exclusive Line,0.0,10200000,Karachi,2018,18100.0,Petrol,1200cc,Automatic,Not Certified,Customer,18100
Audi A3  2018 1.2 TFSI Standard,8200000.0,8200000,Lahore,2018,44000.0,Petrol,1200cc,Automatic,Not Certified,Customer,44000
Audi A3  2019 ,9500000.0,9500000,Karachi,2019,26000.0,Petrol,1200cc,Automatic,Not Certified,Customer,26000
Audi A3  2019 1.2 TFSI Design Line ,7900000.0,7900000,Lahore,2019,74000.0,Petrol,1200cc,Automatic,Not Certified,Customer,74000
Audi A3  2019 1.2 TFSI Standard,8000000.0,8000000,Lahore,2019,63000.0,Petrol,1200cc,Automatic,Not Certified,Customer,63000
Audi A4  2010 ,4450000.0,4450000,Karachi,2010,89000.0,Petrol,1800cc,Automatic,Not Certified,Customer,89000
Audi A4  2014 1.8 TFSI,7500000.0,7500000,Lahore,2014,110000.0,Petrol,1800cc,Automatic,Not Certified,Customer,110000
Audi A4  2016 1.4 TFSI ,0.0,11200000,Islamabad,2016,120000.0,Petrol,1400cc,Automatic,Not Certified,Customer,120000
Audi A4  2016 S-Line Competition,0.0,11600000,Karachi,2016,51000.0,Petrol,1400cc,Automatic,Not Certified,Customer,51000
Audi A4  2017 1.4 TFSI ,0.0,12500000,Lahore,2017,148000.0,Petrol,1400cc,Automatic,Not Certified,Customer,148000
Audi A4  2017 35 TFSI,0.0,12800000,Karachi,2017,10000.0,Petrol,2000cc,Automatic,Not Certified,Customer,10000
Audi A4  2018 1.4 TFSI ,0.0,13899999,Lahore,2018,54000.0,Petrol,1400cc,Automatic,Not Certified,Customer,54000
Audi A4  2019 1.4 TFSI ,0.0,15500000,Gujranwala,2019,42000.0,Petrol,1400cc,Automatic,Not Certified,Customer,42000
Audi A4  2019 35 TFSI,0.0,12500000,Lahore,2019,125660.0,Petrol,2000cc,Automatic,Not Certified,Customer,125660
Audi A4 4th (B8) Generation 2007 1.8T Cabriolet,4700000.0,4700000,Mardan,2007,106000.0,Petrol,1800cc,Automatic,Not Certified,Customer,106000
Audi A4 4th (B8) Generation 2011 1.8 TFSI,6700000.0,6700000,Lahore,2011,165251.0,Petrol,1800cc,Automatic,Not Certified,Customer,165251
Audi A4 4th (B8) Generation 2011 S-Line Competition,7000000.0,7000000,Karachi,2011,166835.0,Petrol,2000cc,Automatic,Not Certified,PakWheels,166835
Audi A4 4th (B8) Generation 2012 1.8 TFSI,7400000.0,7400000,Lahore,2012,167000.0,Petrol,1800cc,Automatic,Not Certified,Customer,167000
Audi A4 4th (B8) Generation 2013 1.8 TFSI,7400000.0,7400000,Lahore,2013,76000.0,Petrol,1800cc,Automatic,Not Certified,Customer,76000
Audi A4 4th (B8) Generation 2013 1.8T Cabriolet,7250000.0,7250000,Lahore,2013,104000.0,Petrol,1800cc,Automatic,Not Certified,Customer,104000
Audi A4 4th (B8) Generation 2015 1.8 TFSI,6500000.0,6500000,Karachi,2015,87000.0,Petrol,1800cc,Automatic,Not Certified,Customer,87000
Audi A4 4th (B8) Generation 2015 S-Line Competition,7490000.000000001,7490000,Islamabad,2015,95000.0,Petrol,2000cc,Automatic,Not Certified,Customer,95000
Audi A4 4th (B8) Generation 2016 2.0 TFSI,0.0,10300000,Lahore,2016,146000.0,Petrol,2000cc,Automatic,Not Certified,Customer,146000
Audi A5  2009 1.8 TFSI,7300000.0,7300000,Lahore,2009,114000.0,Petrol,1800cc,Automatic,Not Certified,Customer,114000
Audi A5  2010 2.0 TFSI Quattro,8950000.0,8950000,Lahore,2010,47000.0,Petrol,2000cc,Automatic,Not Certified,Customer,47000
Audi A5  2010 S-Line Competition,0.0,11000000,Islamabad,2010,80000.0,Petrol,2000cc,Automatic,Not Certified,Customer,80000
Audi A5  2013 1.8 TFSI,6500000.0,6500000,Islamabad,2013,75554.0,Petrol,1800cc,Automatic,Not Certified,Customer,75554
Audi A5  2013 2.0 TFSI quattro,7000000.0,7000000,Rawalpindi,2013,75492.0,Petrol,2000cc,Automatic,Not Certified,Customer,75492
Audi A5  2014 1.8 TFSI,9500000.0,9500000,Lahore,2014,44643.0,Petrol,1800cc,Automatic,Not Certified,PakWheels,44643
Audi A5  2014 2.0 TFSI quattro,6990000.000000001,6990000,Islamabad,2014,113000.0,Petrol,2000cc,Automatic,Not Certified,Customer,113000
Audi A5  2018 1.4 TFSI Sportback,0.0,18400000,Lahore,2018,28500.0,Petrol,1400cc,Automatic,Not Certified,Customer,28500
Audi A5  2019 1.4 TFSI Sportback,0.0,19000000,Gujranwala,2019,15000.0,Petrol,1400cc,Automatic,Not Certified,Customer,15000
Audi A5  2019 40 TFSI quattro S tronic,0.0,18000000,Lahore,2019,39000.0,Petrol,2000cc,Automatic,Not Certified,Customer,39000
Audi A6  2015 ,0.0,12000000,Karachi,2015,62000.0,Petrol,3500cc,Automatic,Not Certified,Customer,62000
Audi A6  2015 1.8 TFSI ,0.0,10700000,Mardan,2015,153000.0,Petrol,1800cc,Automatic,Not Certified,Customer,153000
Audi A6  2015 1.8 TFSI Business Class Edition,0.0,11500000,Lahore,2015,145000.0,Petrol,1800cc,Automatic,Not Certified,Customer,145000
Audi A6  2016 3.0 TFSI quattro,0.0,12000000,Karachi,2016,66000.0,Petrol,3000cc,Automatic,Not Certified,Customer,66000
Audi A6  2017 ,0.0,16200000,Islamabad,2017,47000.0,Petrol,1800cc,Automatic,Not Certified,Customer,47000
Audi A6  2017 1.8 TFSI Business Class Edition,0.0,15500000,Islamabad,2017,76541.0,Petrol,1800cc,Automatic,Not Certified,Customer,76541
Audi A6  2018 1.8 TFSI ,0.0,17200000,Lahore,2018,49120.0,Petrol,1800cc,Automatic,Not Certified,Customer,49120
Audi A6  2018 1.8 TFSI Business Class Edition,0.0,16500000,Rawalpindi,2018,83000.0,Petrol,1800cc,Automatic,Certified,Customer,83000
Audi A6  2020 40 TFSI S-Line,0.0,26500000,Karachi,2020,14006.0,Petrol,2000cc,Automatic,Not Certified,Customer,14006
Audi A6  2020 45 TFSI quattro S tronic,0.0,32500000,Jhelum,2020,74000.0,Hybrid,2000cc,Automatic,Not Certified,Customer,74000
Audi A6 4th (C7) Generation 2015 1.8 TFSI ,0.0,13000000,Lahore,2015,113872.0,Petrol,1800cc,Automatic,Not Certified,PakWheels,113872
Audi A6 4th (C7) Generation 2015 1.8 TFSI Business Class Edition,0.0,12500000,Karachi,2015,65000.0,Petrol,1800cc,Automatic,Not Certified,Customer,65000
Audi A6 4th (C7) Generation 2016 1.8 TFSI ,0.0,14500000,Rawalpindi,2016,89000.0,Petrol,1800cc,Automatic,Not Certified,Customer,89000
Audi A6 4th (C7) Generation 2016 1.8 TFSI Business Class Edition,0.0,13500000,Islamabad,2016,100000.0,Petrol,1800cc,Automatic,Not Certified,Customer,100000
Audi A6 4th (C7) Generation 2017 1.8 TFSI Business Class Edition,0.0,18800000,Islamabad,2017,34000.0,Petrol,1800cc,Automatic,Not Certified,Customer,34000
Audi A6 4th (C7) Generation 2018 1.8 TFSI Business Class Edition,0.0,15500000,Lahore,2018,70000.0,Petrol,1800cc,Automatic,Not Certified,Customer,70000
Audi Q2 1st (4L) Generation 2019 1.0 TFSI Standard Line,9300000.0,9300000,Lahore,2019,45000.0,Petrol,1000cc,Automatic,Not Certified,Customer,45000
Audi Q3  2014 1.4 TFSI,6000000.0,6000000,Karachi,2014,72000.0,Petrol,1400cc,Automatic,Not Certified,Customer,72000
Audi Q3  2016 1.4 TFSI,7500000.0,7500000,Islamabad,2016,125000.0,Petrol,1400cc,Automatic,Not Certified,Customer,125000
Audi Q3  2017 Sport 1.4 TFSI,7500000.0,7500000,Lahore,2017,113536.0,Petrol,1400cc,Automatic,Not Certified,PakWheels,113536
Audi Q3  2018 Sport 1.4 TFSI,0.0,11800000,Rawalpindi,2018,33700.0,Petrol,1400cc,Automatic,Not Certified,Customer,33700
Audi Q3  2020 ,0.0,16500000,Islamabad,2020,39000.0,Petrol,1400cc,Automatic,Not Certified,Customer,39000
Audi Q5  2013 2.0 TFSI S Tronic quattro,7700000.0,7700000,Lahore,2013,108000.0,Petrol,2000cc,Automatic,Not Certified,Customer,108000
Audi Q5  2019 2.0 TFSI S Tronic quattro,0.0,18500000,Lahore,2019,94000.0,Petrol,2000cc,Automatic,Not Certified,Customer,94000
Audi Q7  2009 4.2 FSI,0.0,18800000,Islamabad,2009,118708.0,Petrol,4200cc,Automatic,Not Certified,Customer,118708
Audi Q7  2010 3.6 FSI,0.0,11500000,Islamabad,2010,46000.0,Petrol,3600cc,Automatic,Not Certified,Customer,46000
Audi Q7  2018 45 TFSI quattro,0.0,32500000,Lahore,2018,55283.0,Petrol,3000cc,Automatic,Not Certified,Customer,55283
Audi TT  2016 ,9800000.0,9800000,Taxila,2016,80000.0,Diesel,4500cc,Manual,Not Certified,Customer,80000
Audi e-tron  2020 55 Quattro 300kW,0.0,26000000,Islamabad,2020,40000.0,Electric,95.0kWh,Automatic,Not Certified,Customer,40000
Audi e-tron  2020 55 quattro 300kW,0.0,25500000,Lahore,2020,6000.0,Electric,95.0kWh,Automatic,Not Certified,Customer,6000
Audi e-tron  2021 50 Quattro Sportback 230kW,0.0,24500000,Lahore,2021,43500.0,Electric,95.0kWh,Automatic,Not Certified,Customer,43500
Audi e-tron  2021 50 quattro Sportback 230kW,0.0,26000000,Lahore,2021,12500.0,Electric,95.0kWh,Automatic,Not Certified,Customer,12500
Audi e-tron  2021 55 quattro 300kW,0.0,28000000,Lahore,2021,22000.0,Electric,95.0kWh,Automatic,Not Certified,Customer,22000
Audi e-tron  2022 55 quattro 300kW,0.0,28000000,Lahore,2022,150.0,Electric,95.0kWh,Automatic,Not Certified,Customer,150
Audi e-tron GT  2022 ,0.0,43000000,Lahore,2022,23500.0,Electric,93.4kWh,Automatic,Not Certified,Customer,23500
Audi e-tron GT  2022 RS,0.0,54200000,Islamabad,2022,5330.0,Electric,93.0kWh,Automatic,Not Certified,Customer,5330
Audi e-tron GT  2022 Standard,0.0,42500000,Lahore,2022,7000.0,Electric,93.0kWh,Automatic,Not Certified,Customer,7000
Austin Mini  1972 ,2000000.0,2000000,Karachi,1972,1000.0,Petrol,1000cc,Manual,Not Certified,Customer,1000
BAIC BJ40  1983 ,1900000.0,1900000,Lahore,1983,46800.0,Diesel,2800cc,Manual,Not Certified,Customer,46800
BAIC BJ40  2022 Exclusive,9400000.0,9400000,Lahore,2022,1.0,Petrol,2000cc,Automatic,Not Certified,Customer,1
BAIC BJ40 Plus  2021 ,8690000.0,8690000,Islamabad,2021,51000.0,Petrol,2000cc,Automatic,Not Certified,Customer,51000
BAIC BJ40 Plus  2021 Honorable Edition,8300000.0,8300000,Lahore,2021,24000.0,Petrol,2000cc,Automatic,Not Certified,Customer,24000
BAIC BJ40 Plus  2022 ,0.0,10500000,Islamabad,2022,55000.0,Petrol,2000cc,Automatic,Not Certified,Customer,55000
BAIC BJ40 Plus  2022 Honorable Edition,0.0,10500000,Islamabad,2022,10000.0,Petrol,2000cc,Automatic,Not Certified,Customer,10000
BAIC BJ40 Plus  2023 Honorable Edition,0.0,10500000,Islamabad,2023,15000.0,Petrol,2000cc,Automatic,Not Certified,Customer,15000
BMW 1 Series  2005 ,4200000.0,4200000,Karachi,2005,116000.0,Petrol,2000cc,Automatic,Not Certified,Customer,116000
BMW 2 Series  2020 ,0.0,17000000,Lahore,2020,57000.0,Petrol,1500cc,Automatic,Not Certified,Customer,57000
BMW 2 Series  2021 218i Gran Coupe,0.0,22500000,Islamabad,2021,12894.0,Petrol,1500cc,Manual,Not Certified,PakWheels,12894
BMW 3 Series  1982 ,1800000.0,1800000,Islamabad,1982,37411.0,Petrol,1600cc,Manual,Not Certified,Customer,37411
BMW 3 Series  1992 ,1800000.0,1800000,Karachi,1992,1.0,Petrol,2500cc,Manual,Not Certified,Customer,1
BMW 3 Series  1993 ,2800000.0,2800000,Karachi,1993,1.0,Petrol,3000cc,Manual,Not Certified,Customer,1
BMW 3 Series  1994 ,1850000.0,1850000,Islamabad,1994,5000.0,Petrol,2500cc,Automatic,Not Certified,Customer,5000
BMW 3 Series  1996 ,1885000.0,1885000,Nankanasahib,1996,266000.0,Petrol,1600cc,Automatic,Not Certified,Customer,266000
BMW 3 Series  1997 ,3200000.0,3200000,Karachi,1997,88000.0,Petrol,4000cc,Manual,Not Certified,Customer,88000
BMW 3 Series  2002 ,2150000.0,2150000,Islamabad,2002,150000.0,Petrol,1800cc,Automatic,Not Certified,Customer,150000
BMW 3 Series  2004 320i,3800000.0,3800000,Karachi,2004,150000.0,Petrol,2000cc,Automatic,Not Certified,Customer,150000
BMW 3 Series  2005 ,4500000.0,4500000,Islamabad,2005,229617.0,Petrol,2200cc,Manual,Not Certified,Customer,229617
BMW 3 Series  2005 318i,3600000.0,3600000,Lahore,2005,179000.0,Petrol,1600cc,Automatic,Not Certified,Customer,179000
BMW 3 Series  2007 ,3275000.0,3275000,Karachi,2007,51000.0,Diesel,3200cc,Automatic,Not Certified,Customer,51000
BMW 3 Series  2013 316i,8400000.0,8400000,Lahore,2013,60200.0,Petrol,1600cc,Automatic,Not Certified,Customer,60200
BMW 3 Series  2014 316i,8500000.0,8500000,Lahore,2014,79000.0,Petrol,1600cc,Automatic,Not Certified,Customer,79000
BMW 3 Series  2015 316i,7900000.0,7900000,Karachi,2015,89000.0,Petrol,1600cc,Automatic,Not Certified,Customer,89000
BMW 3 Series  2016 318i,0.0,11500000,Karachi,2016,98000.0,Petrol,1600cc,Automatic,Not Certified,Customer,98000
BMW 3 Series  2017 318i,0.0,11500000,Lahore,2017,87211.0,Petrol,1500cc,Automatic,Not Certified,PakWheels,87211
BMW 3 Series  2018 318i,0.0,11700000,Islamabad,2018,70000.0,Petrol,1500cc,Automatic,Not Certified,Customer,70000
BMW 3 Series 4th (E46) Generation 2001 318i,2900000.0,2900000,Islamabad,2001,318000.0,Petrol,2000cc,Automatic,Not Certified,Customer,318000
BMW 3 Series 4th (E46) Generation 2005 320i,4200000.0,4200000,Islamabad,2005,100000.0,Petrol,2000cc,Automatic,Not Certified,Customer,100000
BMW 3 Series 5th (E90) Generation 2008 335i,0.0,10000000,Lahore,2008,145000.0,Petrol,3000cc,Automatic,Not Certified,Customer,145000
BMW 3 Series 5th (E90) Generation 2013 316i,7800000.0,7800000,Gujranwala,2013,93000.0,Petrol,1800cc,Automatic,Not Certified,Customer,93000
BMW 5 Series  2003 530i,4400000.0,4400000,Lahore,2003,121000.0,Petrol,3000cc,Automatic,Not Certified,Customer,121000
BMW 5 Series  2004 ,3300000.0,3300000,Lahore,2004,99000.0,Petrol,2500cc,Manual,Not Certified,Customer,99000
BMW 5 Series  2004 530i,4000000.0,4000000,Karachi,2004,150000.0,Petrol,3000cc,Automatic,Not Certified,Customer,150000
BMW 5 Series  2005 ,4100000.0,4100000,Faisalabad,2005,140888.0,Diesel,3000cc,Automatic,Not Certified,PakWheels,140888
BMW 5 Series  2005 530d,3650000.0,3650000,Hafizabad,2005,120000.0,Diesel,3000cc,Automatic,Not Certified,Customer,120000
BMW 5 Series  2005 530i,5100000.0,5100000,Karachi,2005,58000.0,Petrol,3000cc,Automatic,Not Certified,Customer,58000
BMW 5 Series  2006 530i,5500000.0,5500000,Islamabad,2006,100000.0,Petrol,3000cc,Automatic,Not Certified,Customer,100000
BMW 5 Series  2009 525i,5800000.0,5800000,Islamabad,2009,177000.0,Petrol,2500cc,Automatic,Not Certified,Customer,177000
BMW 5 Series  2013 ,0.0,19000000,Islamabad,2013,72000.0,Petrol,4400cc,Automatic,Not Certified,Customer,72000
BMW 5 Series  2014 ,0.0,19000000,Karachi,2014,81600.0,Petrol,4400cc,Automatic,Not Certified,Customer,81600
BMW 5 Series  2021 530e,0.0,45000000,Karachi,2021,2600.0,Petrol,2000cc,Automatic,Not Certified,Customer,2600
BMW 5 Series  2024 ,0.0,30000000,Lahore,2024,3000.0,Petrol,2000cc,Automatic,Not Certified,Customer,3000
BMW 5 Series 5th (E60) Generation 2003 525i,3100000.0,3100000,Lahore,2003,230000.0,Petrol,2500cc,Automatic,Not Certified,Customer,230000
BMW 5 Series 5th (E60) Generation 2003 530d,3600000.0,3600000,Mansehra,2003,180000.0,Diesel,3000cc,Automatic,Not Certified,Customer,180000
BMW 5 Series 5th (E60) Generation 2004 525i,3800000.0,3800000,Lahore,2004,150000.0,Petrol,2500cc,Automatic,Not Certified,Customer,150000
BMW 5 Series 5th (E60) Generation 2004 530d,4250000.0,4250000,Islamabad,2004,280000.0,Diesel,3000cc,Automatic,Not Certified,Customer,280000
BMW 5 Series 5th (E60) Generation 2004 530i,4200000.0,4200000,Multan,2004,122000.0,Petrol,3000cc,Automatic,Not Certified,Customer,122000
BMW 5 Series 5th (E60) Generation 2005 523i,5000000.0,5000000,Faisalabad,2005,170000.0,Petrol,2500cc,Automatic,Not Certified,Customer,170000
BMW 5 Series 5th (E60) Generation 2005 530i,6800000.0,6800000,Sialkot,2005,98000.0,Petrol,3000cc,Automatic,Not Certified,Customer,98000
BMW 5 Series 5th (E60) Generation 2006 520d,4250000.0,4250000,Lahore,2006,123456.0,Diesel,2000cc,Automatic,Not Certified,Customer,123456
BMW 5 Series 5th (E60) Generation 2007 523i,4600000.0,4600000,Gujranwala,2007,175000.0,Petrol,2500cc,Automatic,Not Certified,Customer,175000
BMW 5 Series 5th (E60) Generation 2007 525i,5000000.0,5000000,Lahore,2007,12500.0,Petrol,2500cc,Automatic,Not Certified,Customer,12500
BMW 5 Series 5th (E60) Generation 2008 523i,4500000.0,4500000,Lahore,2008,140000.0,Petrol,2500cc,Automatic,Not Certified,Customer,140000
BMW 5 Series 6th (F10) Generation 2010 520d,0.0,11000000,Lahore,2010,69530.0,Diesel,2000cc,Automatic,Not Certified,Customer,69530
BMW 5 Series 6th (F10) Generation 2011 528i,0.0,14500000,Lahore,2011,81463.0,Petrol,2000cc,Automatic,Not Certified,PakWheels,81463
BMW 5 Series 6th (F10) Generation 2012 520d,0.0,13000000,Nowsheracantt,2012,135000.0,Diesel,2000cc,Automatic,Not Certified,Customer,135000
BMW 7 Series  2002 735i,4300000.0,4300000,Islamabad,2002,123000.0,Petrol,3600cc,Automatic,Not Certified,Customer,123000
BMW 7 Series  2002 745Li,5850000.0,5850000,Lahore,2002,122000.0,Petrol,4400cc,Automatic,Not Certified,Customer,122000
BMW 7 Series  2002 745i,4500000.0,4500000,Peshawar,2002,160000.0,Petrol,4400cc,Automatic,Not Certified,Customer,160000
BMW 7 Series  2003 730i,4250000.0,4250000,Islamabad,2003,150000.0,Petrol,3000cc,Automatic,Not Certified,Customer,150000
BMW 7 Series  2004 730d,7000000.0,7000000,Faisalabad,2004,1.0,Diesel,3000cc,Automatic,Not Certified,Customer,1
BMW 7 Series  2004 745Li,4200000.0,4200000,Karachi,2004,80000.0,Petrol,4400cc,Automatic,Not Certified,Customer,80000
BMW 7 Series  2005 ,5900000.0,5900000,Islamabad,2005,170000.0,Petrol,4000cc,Automatic,Not Certified,Customer,170000
BMW 7 Series  2006 ,8500000.0,8500000,Lahore,2006,183000.0,Petrol,4000cc,Automatic,Not Certified,Customer,183000
BMW 7 Series  2007 ,6000000.0,6000000,Sialkot,2007,155000.0,Petrol,5000cc,Automatic,Not Certified,Customer,155000
BMW 7 Series  2013 ActiveHybrid 7L,0.0,19500000,Islamabad,2013,60636.0,Hybrid,3000cc,Automatic,Not Certified,Customer,60636
BMW 7 Series  2014 ActiveHybrid 7L,0.0,21500000,Lahore,2014,60000.0,Hybrid,3000cc,Automatic,Not Certified,Customer,60000
BMW 7 Series  2017 740 Le xDrive,0.0,35000000,Lahore,2017,55000.0,Hybrid,2000cc,Automatic,Not Certified,Customer,55000
BMW 7 Series  2019 740 Le xDrive,0.0,64000000,Islamabad,2019,26000.0,Hybrid,2000cc,Automatic,Not Certified,Customer,26000
BMW 7 Series  2021 ,0.0,62500000,Lahore,2021,51000.0,Hybrid,3000cc,Automatic,Not Certified,Customer,51000
BMW 7 Series  2022 i7 xDrive60 Excellence,0.0,71000000,Lahore,2022,8000.0,Electric,105.0kWh,Automatic,Not Certified,Customer,8000
BMW 7 Series  2022 i7 xDrive60 M Sports,0.0,69000000,Lahore,2022,15000.0,Electric,105.7kWh,Automatic,Not Certified,Customer,15000
BMW 7 Series  2023 i7 xDrive60 Excellence,0.0,84000000,Lahore,2023,130.0,Electric,105.0kWh,Automatic,Not Certified,Customer,130
BMW 7 Series  2023 i7 xDrive60 M Pro Package,0.0,69500000,Islamabad,2023,3000.0,Electric,102.0kWh,Automatic,Not Certified,Customer,3000
BMW 7 Series  2023 i7 xDrive60 M Sports,0.0,91500000,Lahore,2023,27.0,Electric,105.0kWh,Automatic,Not Certified,Customer,27
BMW 7 Series  2024 i7 xDrive50 M Sport,0.0,72500000,Karachi,2024,150.0,Electric,101.0kWh,Automatic,Not Certified,Customer,150
BMW 7 Series  2024 i7 xDrive60 Excellence,0.0,75000000,Islamabad,2024,100.0,Electric,101.0kWh,Automatic,Not Certified,Customer,100
BMW 7 Series  2024 i7 xDrive60 M Pro Package,0.0,75500000,Islamabad,2024,90.0,Electric,102.0kWh,Automatic,Not Certified,Customer,90
BMW 7 Series  2024 i7 xDrive60 M Sports,0.0,70700000,Lahore,2024,1.0,Electric,105.0kWh,Automatic,Not Certified,Customer,1
BMW 7 Series 4th (E65) Generation 2002 745i,4350000.0,4350000,Lahore,2002,12345.0,Petrol,4400cc,Automatic,Not Certified,Customer,12345
BMW 7 Series 4th (E65) Generation 2003 ,4500000.0,4500000,Islamabad,2003,200000.0,Petrol,4400cc,Automatic,Not Certified,Customer,200000
BMW 7 Series 4th (E65) Generation 2003 730Li,3040000.0,3040000,Karachi,2003,160000.0,Petrol,3000cc,Automatic,Not Certified,Customer,160000
BMW 7 Series 4th (E65) Generation 2003 730d,3800000.0,3800000,Rawalpindi,2003,165000.0,Diesel,3000cc,Automatic,Not Certified,Customer,165000
BMW 7 Series 4th (E65) Generation 2003 735i,4000000.0,4000000,Lahore,2003,85000.0,Petrol,3600cc,Automatic,Not Certified,Customer,85000
BMW 7 Series 4th (E65) Generation 2003 745Li,6000000.0,6000000,Islamabad,2003,113000.0,Petrol,4400cc,Automatic,Not Certified,Customer,113000
BMW 7 Series 4th (E65) Generation 2004 745Li,3500000.0,3500000,Rawalpindi,2004,85000.0,Petrol,4400cc,Automatic,Not Certified,PakWheels,85000
BMW 7 Series 4th (E65) Generation 2005 730i,4800000.0,4800000,Lahore,2005,78000.0,Petrol,3000cc,Automatic,Not Certified,Customer,78000
BMW 7 Series 4th (E65) Generation 2006 745Li,6800000.0,6800000,Rawalpindi,2006,120000.0,Petrol,4400cc,Automatic,Not Certified,Customer,120000
BMW 7 Series 4th (E65) Generation 2007 745Li,6800000.0,6800000,Bahawalnagar,2007,99000.0,Petrol,4400cc,Automatic,Not Certified,Customer,99000
BMW 7 Series 4th (E65) Generation 2008 745Li,5800000.0,5800000,Islamabad,2008,100000.0,Petrol,4400cc,Automatic,Not Certified,Customer,100000
BMW 7 Series 5th (F01) Generation 2010 740Li,0.0,12000000,Karachi,2010,70000.0,Petrol,3000cc,Automatic,Not Certified,Customer,70000
BMW 7 Series 5th (F01) Generation 2014 ,9950000.0,9950000,Lahore,2014,102000.0,Petrol,500cc,Automatic,Not Certified,Customer,102000
BMW 7 Series 5th (F01) Generation 2014 ActiveHybrid 7,0.0,20000000,Rawalpindi,2014,114000.0,Hybrid,3000cc,Automatic,Not Certified,Customer,114000
BMW X1  2017 SE,7600000.0,7600000,Multan,2017,69000.0,Petrol,2000cc,Automatic,Not Certified,Customer,69000
BMW X1  2017 sDrive18i,8500000.0,8500000,Islamabad,2017,48000.0,Petrol,1500cc,Automatic,Not Certified,Customer,48000
BMW X1  2018 ,7750000.0,7750000,Karachi,2018,42000.0,Petrol,1500cc,Automatic,Not Certified,Customer,42000
BMW X1  2018 sDrive18i,8900000.0,8900000,Lahore,2018,49600.0,Petrol,1500cc,Automatic,Not Certified,Customer,49600
BMW X2  2019 sDrive18i,0.0,15800000,Karachi,2019,91159.0,Petrol,1500cc,Automatic,Not Certified,Customer,91159
BMW X3 Series  2005 ,3400000.0,3400000,Islamabad,2005,161300.0,Petrol,2500cc,Automatic,Not Certified,Customer,161300
BMW X5 Series  2004 3.0i,4500000.0,4500000,Lahore,2004,142922.0,Petrol,3000cc,Automatic,Not Certified,PakWheels,142922
BMW X5 Series  2005 3.0i,3990000.0,3990000,Karachi,2005,150000.0,Petrol,3000cc,Automatic,Not Certified,Customer,150000
BMW X5 Series  2008 xDrive35i,0.0,11200000,Lahore,2008,90000.0,Petrol,3000cc,Automatic,Not Certified,Customer,90000
BMW X5 Series  2010 xDrive30d,8500000.0,8500000,Islamabad,2010,110000.0,Diesel,3500cc,Automatic,Not Certified,Customer,110000
BMW X5 Series  2012 xDrive50i,0.0,17900000,Karachi,2012,69300.0,Petrol,4400cc,Automatic,Not Certified,Customer,69300
BMW X7  2023 xDrive40i,0.0,150000000,Lahore,2023,100.0,Petrol,3000cc,Automatic,Not Certified,Customer,100
BMW i3  2013 ,4500000.0,4500000,Islamabad,2013,95000.0,Petrol,1500cc,Manual,Not Certified,Customer,95000
BMW i4  2022 M50,0.0,38000000,Islamabad,2022,14000.0,Electric,84.0kWh,Automatic,Not Certified,Customer,14000
